Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
08/15/2021,5023,33,Cleburne County,AR,33.2,8272,8271,37.7,8107,40.1,4237,62.4,89.5,10373,41.6,10371,47.2,9990,49.4,4777,70.4,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,13095,33,Dougherty County,GA,15.2,13402,13402,18.1,12517,18.6,2322,16,54.5,14829,16.9,,0,,0,,0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
08/15/2021,5005,33,Baxter County,AR,36.2,15195,15193,40.8,14834,43,7782,59.6,89.5,18846,44.9,18841,50.6,18188,52.8,9235,70.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,4023,33,Santa Cruz County,AZ,80.7,37503,37502,97.6,34402,99.9,8593,100,97.5,42622,91.7,42618,99.9,38395,99.9,9301,99.9,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
08/15/2021,9013,33,Tolland County,CT,57,85874,85863,63.7,80800,64.7,22474,91.5,98.4,92443,61.3,92407,68.5,86543,69.3,23615,96.1,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,20071,33,Greeley County,KS,40.8,503,503,50,492,54.7,184,75.7,93.5,541,43.9,541,53.8,524,58.3,187,77,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,41045,33,Malheur County,OR,33.5,10243,10234,40.6,9903,43.7,3795,73.8,97.7,11431,37.4,11416,45.3,10894,48.1,4030,78.4,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
08/15/2021,29229,33,Wright County,MO,26.7,4880,4880,32,4791,35.3,2233,62.3,90.9,6317,34.5,6317,41.4,6119,45,2559,71.3,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,41035,33,Klamath County,OR,39.5,26986,26951,46.3,26003,48.6,10698,72.4,97.7,29900,43.8,29852,51.3,28696,53.6,11438,77.4,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
08/15/2021,8011,33,Bent County,CO,19.9,1110,1109,22.1,1070,22.7,370,35.1,97.4,1212,21.7,1210,24.1,1153,24.4,393,37.3,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
08/15/2021,48061,33,Cameron County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
08/15/2021,48457,33,Tyler County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
08/15/2021,17203,33,Woodford County,IL,42.9,16493,16457,50.5,15607,53.3,5652,78.8,97.7,19615,51,19563,60,18412,62.9,6400,89.2,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,40123,33,Pontotoc County,OK,39.3,15055,15055,47,14499,49.9,4363,68.7,93.6,18321,47.9,18320,57.2,17465,60.1,4911,77.3,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,36005,33,Bronx County,NY,47.5,673281,673215,57,639560,59.8,140169,74.3,97.5,785128,55.4,785028,66.5,735196,68.7,153911,81.5,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
08/15/2021,47087,33,Jackson County,TN,25.1,2957,2956,28.4,2918,30.1,1405,52,97.8,3382,28.7,3379,32.4,3314,34.2,1505,55.7,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,8059,33,Jefferson County,CO,64.1,373425,372408,73.1,349318,74.4,86302,87.4,97.4,407781,70,406381,79.7,380077,80.9,95063,96.2,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,20123,33,Mitchell County,KS,44.2,2641,2641,52.2,2571,55.7,1092,75.6,93.5,2880,48.2,2880,56.9,2768,59.9,1150,79.6,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,27145,33,Stearns County,MN,44.7,71985,71842,52.8,68216,55.1,21068,84.5,94.5,82429,51.2,82229,60.4,77905,63,24598,98.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,17071,33,Henderson County,IL,37.4,2488,2487,42.6,2454,45.2,1173,69.5,97.7,2935,44.2,2932,50.2,2875,52.9,1353,80.2,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,13099,33,Early County,GA,9.8,1003,1003,11.7,945,12.3,287,14.6,54.5,1369,13.4,1369,16,1229,16.1,291,14.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
08/15/2021,55113,33,Sawyer County,WI,48.9,8097,8097,55.9,7786,58.2,3654,82.7,97,8801,53.2,8799,60.7,8362,62.5,3808,86.2,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,29043,33,Christian County,MO,36.1,32012,32012,43.1,30275,45.6,9979,70.2,90.9,37950,42.8,37949,51.1,35455,53.4,11079,77.9,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
08/15/2021,48243,33,Jeff Davis County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low-Mod,,,,
08/15/2021,47185,33,White County,TN,32.1,8784,8784,37.5,8620,40.3,4050,72.1,97.8,10062,36.8,10058,42.9,9818,45.9,4408,78.5,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,51610,33,Falls Church city,VA,6,877,877,7.1,862,7.9,138,6.7,51.3,1016,7,1015,8.3,979,8.9,154,7.5,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
08/15/2021,27067,33,Kandiyohi County,MN,40.9,17671,17642,48.8,16978,52.2,6599,80,94.5,20274,46.9,20230,55.9,19340,59.4,7233,87.7,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,27115,33,Pine County,MN,38.3,11339,11327,43.6,11041,46.2,4561,71.7,94.5,12703,42.9,12688,48.8,12282,51.4,4894,77,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,12033,33,Escambia County,FL,38.8,123557,123555,45.2,120340,47.7,42689,78.2,98.6,152025,47.8,151999,55.6,146620,58.2,49583,90.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,54065,33,Morgan County,WV,3.4,612,612,3.8,589,4,201,4.7,57.8,1131,6.3,1131,7.1,1088,7.4,316,7.4,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
08/15/2021,56021,33,Laramie County,WY,41.1,40895,40893,48.6,39163,51.1,12841,78.3,96.4,47189,47.4,47184,56,44896,58.6,14111,86.1,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,13047,33,Catoosa County,GA,11.3,7646,7645,13.2,7158,13.7,1661,13.5,54.5,9761,14.4,9758,16.8,8884,17,2153,17.5,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
08/15/2021,8057,33,Jackson County,CO,36.4,506,506,41.1,494,42.6,212,65.4,97.4,525,37.7,,0,,0,,0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,31131,33,Otoe County,NE,44.2,7081,7080,52.5,6717,55.2,2508,79.2,88.8,7196,44.9,,0,,0,,0,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,5011,33,Bradley County,AR,41.2,4438,4437,48.9,4311,52.7,1546,74.7,89.5,5606,52.1,5600,61.8,5283,64.6,1773,85.7,High,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
08/15/2021,42093,33,Montour County,PA,65,11848,11848,75.3,11294,78,3757,95.8,93.8,12746,69.9,12746,81,12083,83.4,3944,99.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,48017,33,Bailey County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
08/15/2021,13157,33,Jackson County,GA,18.7,13658,13655,22.4,13094,24,4900,45.8,54.5,15125,20.7,15118,24.8,14228,26.1,5169,48.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
08/15/2021,34033,33,Salem County,NJ,42.5,26508,26508,49.4,25401,51.8,8090,68.1,93.1,32484,52.1,32482,60.5,31022,63.2,10026,84.5,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,38047,33,Logan County,ND,27.9,516,516,32.8,508,35.5,292,59.3,95.1,606,32.8,606,38.5,596,41.6,339,68.9,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,48359,33,Oldham County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low-Mod,,,,
08/15/2021,48297,33,Live Oak County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
08/15/2021,19161,33,Sac County,IA,43.6,4237,4236,51.1,4179,55.7,1847,79.5,97.5,4518,46.5,4517,54.5,4426,58.9,1907,82.1,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,19023,33,Butler County,IA,48.8,7041,7041,56.7,6857,61.1,2963,89.8,97.5,7554,52.3,7554,60.8,7246,64.5,3043,92.2,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,49021,33,Iron County,UT,31.7,17403,17400,39,16760,42.7,5382,76.1,97.1,20461,37.3,20455,45.8,19450,49.6,5810,82.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,23025,33,Somerset County,ME,49.3,24887,24885,55.8,23938,58.4,8891,82.5,96.3,26665,52.8,26660,59.8,25534,62.3,9292,86.2,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,38041,33,Hettinger County,ND,31.4,785,785,38.2,775,41.4,402,73,95.1,881,35.3,881,42.9,869,46.4,430,78,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
08/15/2021,54039,33,Kanawha County,WV,30.2,53827,53806,34.7,50906,35.7,18361,48.7,57.8,70798,39.7,70756,45.7,66196,46.4,21628,57.3,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
08/15/2021,13011,33,Banks County,GA,9,1732,1732,10.5,1671,11.2,580,17,54.5,1911,9.9,1911,11.6,1808,12.1,598,17.5,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
08/15/2021,36063,33,Niagara County,NY,54.6,114246,114245,62.8,108846,64.9,33687,82.4,97.5,122424,58.5,122419,67.2,116158,69.3,35652,87.3,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,48443,33,Terrell County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low-Mod,,,,
08/15/2021,42067,33,Juniata County,PA,35.3,8729,8729,41.1,8529,44.4,3778,73.9,93.8,9820,39.7,9820,46.2,9545,49.7,4140,81,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,54037,33,Jefferson County,WV,29.9,17106,17101,34.8,15929,35.7,4936,51.6,57.8,22589,39.5,22580,45.9,20628,46.3,5750,60.1,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,48225,33,Houston County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
08/15/2021,51678,33,Lexington city,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low-Mod,,,,
08/15/2021,18081,33,Johnson County,IN,48.2,76195,76194,57.4,72213,60.5,20798,88.6,98.6,82830,52.4,82824,62.4,77908,65.3,21308,90.7,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,22041,33,Franklin Parish,LA,26.2,5245,5245,31.5,5189,34.7,2181,59.1,96.1,6418,32.1,6418,38.5,6246,41.8,2403,65.2,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,37167,33,Stanly County,NC,18.9,11899,11894,22,11630,23.6,4916,40.6,96.3,18150,28.9,18142,33.6,17697,35.9,8016,66.1,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
08/15/2021,UNK,33,Unknown County,PA,0,426311,426175,0,419359,0,130542,0,93.8,640704,0,640259,0,619122,0,184967,0,,,,,
08/15/2021,35028,33,Los Alamos County,NM,64.1,12417,12417,74.5,11212,74.2,2608,74.5,83.1,,0,,0,,0,,0,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,12123,33,Taylor County,FL,27,5820,5820,31.2,5750,33.2,2761,61,98.6,7859,36.4,7855,42.1,7674,44.3,3359,74.2,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,8123,33,Weld County,CO,46.9,152187,151885,56.6,142226,59.2,34009,84.3,97.4,169009,52.1,168526,62.8,156531,65.1,36726,91,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,16071,33,Oneida County,ID,30.3,1373,,,1372,42.3,632,68.3,97.7,1558,34.4,,,1554,47.9,666,71.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,42053,33,Forest County,PA,63.4,4598,4598,66.8,4567,70.6,1240,75.1,93.8,4891,67.5,4891,71.1,4852,75,1339,81.1,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,42095,33,Northampton County,PA,53.4,162898,162898,60.9,154386,63,50342,84.4,93.8,217782,71.3,217779,81.4,205478,83.8,65606,99.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,54031,33,Hardy County,WV,22.3,3077,3077,25.8,2996,27.4,1180,38.1,57.8,3527,25.6,3526,29.6,3384,30.9,1273,41.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
08/15/2021,19173,33,Taylor County,IA,39.6,2423,2423,47,2384,50.9,1125,80.8,97.5,2582,42.2,2582,50.1,2523,53.8,1148,82.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,29145,33,Newton County,MO,19,11087,11087,22.5,10707,24.1,3990,37.2,90.9,13702,23.5,13702,27.8,13051,29.3,4491,41.8,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
08/15/2021,31041,33,Custer County,NE,30.4,3273,3273,36.1,3223,39.4,1619,66.1,88.8,,0,,0,,0,,0,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,18005,33,Bartholomew County,IN,48.9,40996,40994,58.1,38767,60.7,11352,82,98.6,43927,52.4,43924,62.3,41182,64.4,11619,83.9,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,16011,33,Bingham County,ID,33.1,15499,,,15456,47.4,5049,74.4,97.7,17253,36.9,,,17159,52.7,5391,79.4,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,37023,33,Burke County,NC,35.7,32298,32276,40.4,31194,42.2,12230,65.3,96.3,36251,40.1,36212,45.3,34633,46.9,12699,67.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
08/15/2021,29127,33,Marion County,MO,33.9,9678,9678,40,9397,42.8,3951,75.6,90.9,10971,38.5,10969,45.4,10574,48.2,4153,79.4,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,29133,33,Mississippi County,MO,32.5,4281,4281,37.5,4236,40.6,1535,64.1,90.9,5079,38.5,5079,44.5,4982,47.7,1797,75.1,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
08/15/2021,51595,33,Emporia city,VA,1,56,56,1.2,48,1.2,13,1.2,51.3,91,1.7,91,2,84,2.1,18,1.7,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
08/15/2021,13135,33,Gwinnett County,GA,25.3,237179,237156,30.5,217753,31.7,43219,44.1,54.5,273417,29.2,273313,35.1,244587,35.6,48967,50,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
08/15/2021,51085,33,Hanover County,VA,28.2,30422,30308,32.5,28012,33.2,7665,38.7,51.3,32888,30.5,32748,35.1,30125,35.7,8002,40.4,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
08/15/2021,40057,33,Harmon County,OK,36.9,979,979,43.8,941,47.3,394,73.9,93.6,1200,45.2,1200,53.6,1134,57,464,87.1,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
08/15/2021,26021,33,Berrien County,MI,45.4,69687,69687,52.9,66733,55.5,23529,75.6,93.8,73735,48.1,73730,55.9,71825,59.7,25347,81.4,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,40127,33,Pushmataha County,OK,25.1,2784,2784,29.2,2746,31.7,1359,51.9,93.6,3312,29.8,3312,34.8,3240,37.4,1470,56.1,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,5121,33,Randolph County,AR,27.6,4962,4961,32.8,4875,35.6,1955,55.1,89.5,6667,37.1,6649,43.9,6385,46.6,2402,67.8,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,46135,33,Yankton County,SD,52.4,11951,11951,60.8,11388,63.2,3851,86.7,83.7,12997,57,12997,66.1,12252,68,3931,88.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,21199,33,Pulaski County,KY,36.5,23722,23722,42.6,22850,45.3,8553,69.4,93.4,28628,44.1,28626,51.5,27197,53.9,9666,78.4,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,19017,33,Bremer County,IA,49.9,12502,12502,58.3,11956,61.5,4330,87,97.5,13404,53.5,13404,62.5,12652,65.1,4525,90.9,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,21157,33,Marshall County,KY,41.3,12834,12834,47.6,12528,50.7,5460,79.3,93.4,14974,48.1,14974,55.5,14505,58.7,5931,86.1,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,13155,33,Irwin County,GA,7.8,735,735,9,697,9.3,278,16.4,54.5,969,10.3,969,11.8,878,11.8,297,17.5,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
08/15/2021,19139,33,Muscatine County,IA,49.4,21088,21088,59,20118,62.7,6323,86.1,97.5,22763,53.4,22761,63.7,21488,66.9,6573,89.5,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,54059,33,Mingo County,WV,21.6,5053,5052,25.4,4962,27.3,2019,43.6,57.8,6209,26.5,6208,31.2,6073,33.4,2292,49.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
08/15/2021,40115,33,Ottawa County,OK,25.9,8062,8061,31.1,7835,33.4,3364,58.5,93.6,10237,32.9,10235,39.5,9865,42.1,4022,70,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,39057,33,Greene County,OH,52,87782,87781,60.1,83416,62.2,25334,85.5,97.6,95962,56.8,95958,65.7,90944,67.8,26868,90.7,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,18009,33,Blackford County,IN,37.7,4427,4427,43.7,4299,46.6,1938,75.3,98.6,4726,40.2,4726,46.7,4576,49.6,1996,77.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,72011,33,Anasco Municipio,PR,58.9,15421,15413,66.1,14327,66.7,4125,92.8,96,17351,66.3,17337,74.3,16017,74.6,4434,99.7,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,37083,33,Halifax County,NC,38.3,19169,19159,44.3,18749,47.6,7837,73.3,96.3,23367,46.7,23349,54,22596,57.4,8743,81.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
08/15/2021,39081,33,Jefferson County,OH,40.1,26185,26185,45.7,25438,48.2,10761,74.6,97.6,26805,41,26803,46.8,25865,49,10875,75.4,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,39071,33,Highland County,OH,29.2,12589,12589,34.4,12285,37.3,5268,64.5,97.6,13326,30.9,13326,36.4,12939,39.2,5474,67,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,54013,33,Calhoun County,WV,12,855,855,13.6,824,14.2,374,20.5,57.8,1143,16.1,1143,18.1,1106,19,478,26.2,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
08/15/2021,29510,33,St. Louis city,MO,43.4,130324,130322,50,124472,51,26910,62.6,90.9,157814,52.5,157795,60.5,149505,61.2,30832,71.7,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
08/15/2021,48189,33,Hale County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
08/15/2021,26095,33,Luce County,MI,38,2366,2366,42.5,2309,44.2,999,76.1,93.8,2503,40.2,2503,44.9,2439,46.7,1057,80.5,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,8065,33,Lake County,CO,49.4,4017,4009,56.7,3782,58,800,67.3,97.4,4538,55.8,4527,64,4235,64.9,847,71.3,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,1059,33,Franklin County,AL,30,9415,9415,35.9,9302,39.4,3772,70.2,91.9,12623,40.2,12623,48.2,12213,51.8,4481,83.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,High VC/High SVI
08/15/2021,29131,33,Miller County,MO,24.6,6304,6303,29.1,6176,31.5,2539,50.7,90.9,7837,30.6,7835,36.1,7573,38.6,2894,57.8,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,16059,33,Lemhi County,ID,37,2967,,,2967,45.4,1593,64.8,97.7,3230,40.2,,,3230,49.5,1695,68.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,29165,33,Platte County,MO,43.3,45210,45210,51.1,42033,52.6,11533,73.7,90.9,52435,50.2,52432,59.3,48116,60.2,12439,79.5,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,48227,33,Howard County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
