Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
08/15/2021,28073,33,Lamar County,MS,40.8,25873,25872,48.7,24918,52.2,8274,91,98.3,32311,51,32309,60.8,30407,63.7,8984,98.8,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,48181,33,Grayson County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
08/15/2021,22039,33,Evangeline Parish,LA,25.5,8531,8530,30.6,8345,33.3,3107,58.8,96.1,10697,32,10695,38.4,10235,40.8,3442,65.1,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,32033,33,White Pine County,NV,41.2,3951,3950,47.6,3869,50.7,1267,72.2,94.9,4340,45.3,4339,52.2,4235,55.4,1357,77.4,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,41005,33,Clackamas County,OR,56.6,236760,236075,65.3,219988,66.8,62815,80.1,97.7,250975,60,250015,69.2,231624,70.3,64143,81.8,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,48405,33,San Augustine County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
08/15/2021,48217,33,Hill County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
08/15/2021,32009,33,Esmeralda County,NV,33,288,288,36.4,283,37.7,117,37.5,94.9,350,40.1,350,44.2,338,45.1,137,43.9,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
08/15/2021,12125,33,Union County,FL,23.6,3600,3600,27.2,3540,29,1371,59.2,98.6,6457,42.4,6455,48.7,6309,51.6,2151,92.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
08/15/2021,23003,33,Aroostook County,ME,54.7,36651,36649,61.9,35070,64,13559,81.1,96.3,38940,58.1,38934,65.8,37113,67.7,13806,82.6,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,16021,33,Boundary County,ID,25.9,3171,,,3170,33.6,1601,56.7,97.7,3457,28.2,,,3457,36.7,1691,59.9,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,12085,33,Martin County,FL,51.1,82210,82209,56.9,80023,59.3,41846,82.4,98.6,98641,61.3,98636,68.3,95248,70.6,47186,93,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,45079,33,Richland County,SC,45.6,189781,189486,53,179261,54.8,45137,82.3,93.7,226640,54.5,226084,63.3,211210,64.6,51623,94.1,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,40121,33,Pittsburg County,OK,32.4,14160,14159,38,13792,40.7,5457,61.4,93.6,17524,40.1,17522,47.1,16890,49.8,6121,68.9,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
08/15/2021,17023,33,Clark County,IL,33.5,5174,5171,39.2,5026,41.9,1997,64.1,97.7,6855,44.4,6848,51.9,6584,54.9,2585,83,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,27005,33,Becker County,MN,43.7,15026,15009,51.7,14471,55.4,6026,82.8,94.5,16430,47.7,16405,56.5,15709,60.2,6418,88.2,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,46003,33,Aurora County,SD,38.3,1055,1055,45.5,992,47.9,375,65.9,83.7,,0,,0,,0,,0,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,39131,33,Pike County,OH,34.1,9471,9471,40.1,9174,43.1,3452,68.2,97.6,10099,36.4,10098,42.7,9712,45.6,3591,70.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
08/15/2021,55009,33,Brown County,WI,51.3,135744,135742,60.7,128661,63.6,37153,91,97,146493,55.4,146483,65.5,137208,67.8,38134,93.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,5031,33,Craighead County,AR,29.9,32939,32898,35.8,31316,37.8,8758,56.8,89.5,44528,40.4,44453,48.4,41491,50.1,10920,70.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,51141,33,Patrick County,VA,23,4046,4045,25.8,3963,27.2,1811,38.3,51.3,4627,26.3,4626,29.5,4515,31,1978,41.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
08/15/2021,18107,33,Montgomery County,IN,37.6,14419,14419,44.1,13918,47,5255,74.9,98.6,15609,40.7,15609,47.7,14917,50.3,5437,77.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,UNK,33,Unknown County,ID,0,15541,,,15283,0,4549,0,97.7,16139,0,,,,0,,0,,,,,
08/15/2021,30059,33,Meagher County,MT,42.4,789,789,48.2,777,51.4,349,59.3,95.6,837,45,837,51.1,819,54.1,362,61.5,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,29033,33,Carroll County,MO,39.2,3400,3400,45.7,3351,49.8,1519,79.2,90.9,3825,44.1,3824,51.4,3744,55.7,1606,83.8,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,13027,33,Brooks County,GA,23.7,3670,3670,27.7,3599,29.7,1566,50.8,54.5,4440,28.7,4440,33.5,4275,35.3,1693,54.9,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
08/15/2021,30011,33,Carter County,MT,24.6,308,308,29.3,307,31.3,176,53.8,95.6,329,26.3,329,31.3,328,33.4,183,56,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,38057,33,Mercer County,ND,31.2,2555,2554,36.9,2510,39.9,1131,68.9,95.1,2843,34.7,2842,41.1,2783,44.3,1218,74.2,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,35006,33,Cibola County,NM,51.3,13694,13690,60.9,12438,60.8,2890,64.7,83.1,14207,53.3,,0,,0,,0,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
08/15/2021,37135,33,Orange County,NC,61.1,90786,90456,69.1,83809,69.9,20141,93,96.3,104200,70.2,103747,79.3,95684,79.8,21299,98.4,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,48267,33,Kimble County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
08/15/2021,17191,33,Wayne County,IL,30.6,4967,4963,35.9,4860,38.7,2228,61.8,97.7,6160,38,6150,44.5,5967,47.5,2620,72.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,27015,33,Brown County,MN,54.1,13517,13503,63,12980,66.4,5229,98,94.5,14447,57.8,14423,67.2,13775,70.4,5392,99.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,28001,33,Adams County,MS,37.8,11587,11587,43.5,11337,46.1,4462,74.3,98.3,14268,46.5,14267,53.5,13683,55.6,4979,82.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
08/15/2021,45025,33,Chesterfield County,SC,27.3,12444,12438,31.8,12124,34,4873,56.1,93.7,14740,32.3,14728,37.6,14207,39.8,5535,63.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,72067,33,Hormigueros Municipio,PR,64.7,10041,10040,72.5,9402,73.8,2984,99.9,96,11124,71.7,11122,80.4,10345,81.2,3266,99.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,8103,33,Rio Blanco County,CO,30.3,1918,1917,36,1860,38.9,727,70.3,97.4,2215,35,2215,41.6,2115,44.2,806,77.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,48381,33,Randall County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,,,,
08/15/2021,37163,33,Sampson County,NC,36.3,23082,23075,43.2,22367,46.5,7928,68.1,96.3,28064,44.2,28046,52.4,26888,55.9,8596,73.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
08/15/2021,17113,33,McLean County,IL,47.9,82186,81979,55.6,76250,56.5,19228,81.4,97.7,105968,61.8,105617,71.6,97871,72.5,22486,95.2,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,13189,33,McDuffie County,GA,12.3,2625,2625,14.7,2508,15.7,818,21.2,54.5,3107,14.6,3106,17.5,2894,18.1,852,22.1,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
08/15/2021,1033,33,Colbert County,AL,35,19318,19318,40.6,18886,43.2,7701,69.6,91.9,24591,44.5,24589,51.7,23579,54,8861,80.1,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,20109,33,Logan County,KS,38.2,1067,1067,45.8,1055,49.8,503,85.1,93.5,1173,42,1173,50.3,1152,54.3,530,89.7,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
08/15/2021,26115,33,Monroe County,MI,37,55707,55706,42.7,53101,44.7,18355,65,93.8,57983,38.5,57979,44.5,56268,47.4,19329,68.5,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,41063,33,Wallowa County,OR,48.5,3493,3489,55.3,3384,57.8,1658,77.4,97.7,3768,52.3,3762,59.6,3626,61.9,1726,80.5,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,40029,33,Coal County,OK,29.8,1638,1638,35.2,1614,38.5,704,61.1,93.6,1915,34.8,1915,41.1,1865,44.5,760,65.9,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,40075,33,Kiowa County,OK,40.3,3506,3506,48.1,3416,51.6,1409,82.3,93.6,4150,47.7,4150,56.9,3996,60.4,1627,95,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,22109,33,Terrebonne Parish,LA,31.7,34969,34969,38,34077,41.2,12345,74.8,96.1,44377,40.2,44376,48.2,42468,51.3,13429,81.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
08/15/2021,20189,33,Stevens County,KS,23.6,1297,1297,28.8,1273,32.3,463,50.6,93.5,1567,28.6,1567,34.8,1523,38.6,524,57.3,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,5115,33,Pope County,AR,35.6,22801,22774,41.9,21694,43.8,7008,67.6,89.5,28552,44.6,28500,52.4,26756,54,7834,75.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
08/15/2021,42023,33,Cameron County,PA,48.7,2166,2166,55.4,2126,58.1,1034,82.9,93.8,2797,62.9,2797,71.6,2746,75,1309,99.9,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,20207,33,Woodson County,KS,32.8,1029,1029,38,1019,41.3,496,62.8,93.5,1182,37.7,1182,43.7,1160,47.1,541,68.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,26039,33,Crawford County,MI,41.5,5827,5827,47,5604,48.8,2269,62.7,93.8,6114,43.6,6113,49.3,6023,52.4,2393,66.1,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,48379,33,Rains County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low-Mod,,,,
08/15/2021,42117,33,Tioga County,PA,35.8,14543,14542,41.2,14013,43.1,6215,67.9,93.8,15543,38.3,15541,44,14749,45.4,6242,68.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,28141,33,Tishomingo County,MS,28.1,5443,5443,32.5,5376,35.3,2581,64.1,98.3,6453,33.3,6451,38.5,6265,41.2,2792,69.4,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,26165,33,Wexford County,MI,41,13782,13782,48.3,13210,51,4665,70.9,93.8,14531,43.2,14531,50.9,14241,55,5193,78.9,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,32023,33,Nye County,NV,35.6,16560,16560,39.8,16281,42,8848,62.8,94.9,19119,41.1,19119,46,18607,48,9612,68.2,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,23001,33,Androscoggin County,ME,55.2,59803,59801,64.5,56578,66.6,16742,85.1,96.3,64958,60,64945,70.1,61175,72,17890,91,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,39143,33,Sandusky County,OH,43.6,25498,25498,50.7,24582,53.9,9553,84.5,97.6,26050,44.5,26050,51.8,24935,54.7,9569,84.6,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,72017,33,Barceloneta Municipio,PR,53.4,12678,12676,59.9,11869,61,3129,77.6,96,14547,61.3,14541,68.7,13530,69.5,3647,90.4,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,31153,33,Sarpy County,NE,49.3,92359,92348,60.2,84452,62,19851,87.6,88.8,99624,53.2,,0,,0,,0,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,47029,33,Cocke County,TN,39.2,14117,14117,45.1,13852,48.2,5790,74.5,97.8,16025,44.5,16023,51.1,15589,54.3,6172,79.4,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,48369,33,Parmer County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,,,,
08/15/2021,48197,33,Hardeman County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
08/15/2021,40005,33,Atoka County,OK,26.5,3650,3650,31.2,3616,33.9,1495,54.3,93.6,4193,30.5,4193,35.8,4124,38.6,1620,58.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,6087,33,Santa Cruz County,CA,63.1,172532,171997,71.8,160151,72.4,39824,84.3,97.3,198507,72.7,197722,82.6,183658,83,46587,98.7,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,28005,33,Amite County,MS,26.5,3263,3263,30.6,3202,32.7,1485,50.1,98.3,4004,32.6,4003,37.5,3868,39.5,1635,55.1,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,8119,33,Teller County,CO,45.3,11511,11494,50.6,11064,52.4,4344,73.8,97.4,12257,48.3,12235,53.9,11740,55.6,4561,77.5,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,8045,33,Garfield County,CO,49.5,29721,29624,59.1,27697,61.4,6371,76.9,97.4,33657,56,33523,66.9,31127,69.1,7064,85.2,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,22095,33,St. John the Baptist Parish,LA,43,18413,18412,51,17669,54.6,5218,82.7,96.1,22664,52.9,22663,62.8,21227,65.6,5655,89.6,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,21105,33,Hickman County,KY,27.8,1218,1218,31.4,1192,33.3,610,52.8,93.4,1389,31.7,1389,35.8,1344,37.6,649,56.1,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,38105,33,Williams County,ND,21.1,7916,7914,26.8,7724,29.1,2306,66.7,95.1,9532,25.4,9528,32.3,9213,34.7,2558,74,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,19181,33,Warren County,IA,48.5,24979,24979,57.7,23566,60.8,7291,88.5,97.5,27386,53.2,27386,63.3,25495,65.7,7614,92.4,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,21033,33,Caldwell County,KY,38.6,4918,4918,45.3,4835,48.9,2043,75.1,93.4,5617,44.1,5617,51.8,5474,55.3,2178,80.1,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,28151,33,Washington County,MS,35,15380,15378,42.3,15044,46,5601,76.5,98.3,18487,42.1,18482,50.8,17733,54.3,6108,83.4,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
08/15/2021,25007,33,Dukes County,MA,3.3,580,580,3.8,564,4,160,3.7,89.4,677,3.9,677,4.4,654,4.6,183,4.2,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
08/15/2021,26043,33,Dickinson County,MI,56.2,14185,14183,64.5,13788,68.3,5987,99.9,93.8,14873,58.9,14869,67.6,14495,71.8,6232,99.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,45039,33,Fairfield County,SC,41.2,9211,9208,46.8,8931,49.3,3613,72.1,93.7,10802,48.3,10789,54.8,10333,57.1,3988,79.6,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,22019,33,Calcasieu Parish,LA,29.4,59756,59753,35.3,58125,38.1,20998,67.8,96.1,72934,35.9,72929,43.1,69726,45.7,22813,73.7,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,37025,33,Cabarrus County,NC,40.5,87700,87619,48.4,81958,50.8,22415,77.1,96.3,105979,49,105844,58.4,97737,60.5,24236,83.4,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,40007,33,Beaver County,OK,23.1,1225,1224,27.2,1201,30.6,549,52.2,93.6,1470,27.7,1470,32.7,1420,36.2,596,56.7,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
08/15/2021,21069,33,Fleming County,KY,37,5402,5402,44,5194,47.1,2021,77,93.4,6131,42,6129,49.9,5858,53.1,2165,82.5,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
08/15/2021,28135,33,Tallahatchie County,MS,29,4005,4004,33.4,3929,35.4,1359,64.5,98.3,4897,35.5,4894,40.9,4708,42.4,1483,70.4,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,17115,33,Macon County,IL,38.4,39929,39858,45,38509,47.6,14866,70.1,97.7,50932,49,50817,57.3,48581,60,18012,85,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,8019,33,Clear Creek County,CO,41.3,4007,4003,45.8,3811,46.3,1207,58.3,97.4,4309,44.4,4303,49.2,4085,49.6,1305,63,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,26155,33,Shiawassee County,MI,42,28601,28600,48.3,27361,50.7,9630,74.2,93.8,29788,43.7,29786,50.3,28933,53.6,10049,77.5,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,42125,33,Washington County,PA,51,105427,105424,58.3,100894,60.5,34975,80.3,93.8,132251,63.9,132244,73.2,125979,75.6,46566,99.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
08/15/2021,48417,33,Shackelford County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mod-High,,,,
08/15/2021,40085,33,Love County,OK,31.6,3237,3237,37.6,3158,40.5,1226,61.1,93.6,3934,38.4,3934,45.7,3803,48.8,1411,70.3,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,1061,33,Geneva County,AL,26.7,7018,7018,31,6937,33.8,3398,62.7,91.9,9084,34.6,9084,40.2,8909,43.5,3981,73.5,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,39097,33,Madison County,OH,41.7,18644,18644,47.9,17902,50.2,5462,77,97.6,19046,42.6,19045,48.9,18053,50.6,5622,79.2,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,5059,33,Hot Spring County,AR,31.2,10534,10529,35.8,10097,37.7,3923,60.1,89.5,13353,39.5,13341,45.3,12542,46.8,4405,67.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
08/15/2021,36081,33,Queens County,NY,62.6,1410777,1410718,72.6,1339673,74.3,279398,75.9,97.5,1612835,71.6,1612710,83,1517905,84.2,310229,84.2,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,72095,33,Maunabo Municipio,PR,57.5,5930,5930,64.4,5588,66,1792,99.9,96,6764,65.5,6763,73.5,6288,74.2,1909,99.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
08/15/2021,49015,33,Emery County,UT,33.6,3367,3367,40.8,3284,45.8,1291,73,97.1,3820,38.2,3816,46.3,3666,51.1,1442,81.6,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
08/15/2021,47011,33,Bradley County,TN,30.3,32717,32716,35.2,31885,37.7,12010,64.1,97.8,38126,35.3,38123,41,36838,43.6,12988,69.4,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,29011,33,Barton County,MO,25.8,3029,3029,30.2,2969,32.9,1364,54.7,90.9,3651,31.1,3650,36.3,3548,39.3,1516,60.8,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
08/15/2021,22035,33,East Carroll Parish,LA,32.2,2209,2209,38.3,2156,41.3,814,77.7,96.1,2558,37.3,2558,44.4,2447,46.9,864,82.5,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
08/15/2021,31081,33,Hamilton County,NE,36,3353,3353,42.7,3209,45.4,1306,68.6,88.8,,0,,0,,0,,0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
08/15/2021,5049,33,Fulton County,AR,23.4,2923,2923,27.1,2873,29.2,1256,38.7,89.5,3635,29.1,3635,33.6,3492,35.5,1449,44.6,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
08/15/2021,27061,33,Itasca County,MN,45.4,20498,20466,52.2,19662,54.9,8666,79.7,94.5,22744,50.4,22700,57.9,21715,60.7,9217,84.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
